Name,R_1,R_2,RRR_1,RRR_2
A33R4,3.2099999999999995,2.45000000000002,68.37476174248951,79.61488134911514
A33R5,1.8299999999999998,1.81,94.71508838982798,95.8748204483924
A33R6,3.2099999999999995,1.83,68.37476174248951,94.71351328593303
A33R7,3.08,3.3000000000097947,70.92620638880226,67.44303788811109
A33R8,3.25,1.75,68.09926754352253,97.93687798968394
A34L1,1.7300000000000002,2.480000000000015,97.7700238334445,79.11108700795295
A34L2,1.6999999999999997,3.02,101.106504622535,71.69505965461342
A34L3,3.6000000000000005,2.9899999999999993,60.43712854708486,72.05491275077262
A34L4,1.8499999999999999,1.68,94.10394295985523,100.45740439836791
A34L5,1.92,1.68,92.00434744749462,100.45740439836791
A34L6,3.27,3.2600000000000016,66.66732040398628,67.7519122227926
A34L7,3.2099999999999995,3.16,68.37476174248951,69.84073116587685
A34L8,3.27,3.3100000000000125,66.66732040398628,66.6210185838169
A34R1,2.45,1.6999999999999997,79.59538110746324,101.106504622535
A34R2,1.8299999999999998,3.3000000000097947,94.32351566615597,67.44303788811109
