Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,phys_pos,Name,R_1,R_2,RRR_1,RRR_2
RB.A23,MB.C14L3,6078.3901,INT,L,B,ODD,69,69,LBBLA.14L3,LBBLA_14L3,B14L3_1,DCBQ.14L3.R,MB.B15L3,MB.C14L3,3,6032.7701,6070.5601,B14L3,1,69,138,C14L3,2.4000000000000004,1.83,80.39860414416525,94.71351328593305
RB.A23,MB.B14L3,6094.0501,INT,L,A,EVEN,8,85,LBALA.14L3,LBALA_14L3,B13L3_2,DCBA.14L3.L,MB.C13L3,MB.B14L3,3,6124.0101,6086.2201,B13L3,2,86,139,B14L3,3.2400000000000126,3.7,67.99534303947361,54.73594914052305
RB.A23,MB.A14L3,6109.7101,INT,L,B,ODD,70,70,LBBLD.14L3,LBBLD_14L3,B14L3_2,DCBA.14L3.R,MB.C14L3,MB.A14L3,2,6070.5601,6101.8801,B14L3,2,70,140,A14L3,1.68,3.3000000000097947,99.6525631876629,67.44303788811109
RB.A23,MB.C13L3,6131.8401,INT,L,A,EVEN,7,84,LBALA.13L3,LBALA_13L3,B13L3_1,DCBA.B13L3.L,MB.A13L3,MB.C13L3,2,6155.3301,6124.0101,B13L3,1,85,141,C13L3,1.7499999999999998,3.120000000000001,99.6289270513348,70.36876554941088
RB.A23,MB.B13L3,6147.5001,INT,L,B,ODD,71,71,LBBLA.13L3,LBBLA_13L3,B12L3_0,DCBA.B13L3.R,MB.A14L3,MB.B13L3,3,6101.8801,6139.6701,B12L3,0,71,142,B13L3,3.03,3.6000000000000005,71.53341464630975,60.43712854708486
RB.A23,MB.A13L3,6163.1601,INT,L,A,EVEN,6,83,LBALB.13L3,LBALB_13L3,B13L3_0,DCBA.A13L3.L,MB.B12L3,MB.A13L3,3,6193.1201,6155.3301,B13L3,0,84,143,A13L3,3.03,3.120000000000001,71.53341464630975,70.36876554941088
RB.A23,MB.C12L3,6185.2901,INT,L,B,ODD,72,72,LBBLA.12L3,LBBLA_12L3,B12L3_1,DCBQ.12L3.R,MB.B13L3,MB.C12L3,3,6139.6701,6177.4601,B12L3,1,72,144,C12L3,2.01,3.4599999999999995,90.1826216302873,61.141317629472105
RB.A23,MB.B12L3,6200.9501,INT,L,A,EVEN,5,82,LBALA.12L3,LBALA_12L3,B11L3_2,DCBA.12L3.L,MB.B11L3,MB.B12L3,4,6245.9018,6193.1201,B11L3,2,83,145,B12L3,3.2400000000000007,3.0800000000000005,67.59410659048159,70.76365748864274
RB.A23,MB.A12L3,6216.6101,INT,L,B,ODD,73,73,LBBLD.12L3,LBBLD_12L3,B12L3_2,DCBA.12L3.R,MB.C12L3,MB.A12L3,2,6177.4601,6208.7801,B12L3,2,73,146,A12L3,3.25,3.120000000000001,68.22162291037226,70.36876554941088
RB.A23,MB.B11L3,6253.7318,INT,L,A,EVEN,4,81,LBALA.11L3,LBALA_11L3,B11L3_1,DCBA.11L3.L,MB.B10L3,MB.B11L3,3,6284.9668,6245.9018,B11L3,1,82,147,B11L3,3.2400000000000007,3.3100000000000125,66.94333085452014,66.6210185838169
RB.A23,MB.A11L3,6269.3918,INT,L,B,ODD,74,74,LBBLB.11L3,LBBLB_11L3,B10L3_0,DCBA.11L3.R,MB.A12L3,MB.A11L3,4,6208.7801,6261.5618,B10L3,0,74,148,A11L3,1.7499999999999998,1.83,99.6289270513348,94.32351566615596
RB.A23,MB.B10L3,6292.7968,INT,L,A,EVEN,3,80,LBALA.10L3,LBALA_10L3,B11L3_0,DCBA.10L3.L,MB.B9L3,MB.B10L3,3,6325.4318,6284.9668,B11L3,0,81,149,B10L3,1.7499999999999998,3.0200000000000027,99.6289270513348,71.68679046426837
RB.A23,MB.A10L3,6308.4568,INT,L,B,ODD,75,75,LBBLD.10L3,LBBLD_10L3,B10L3_1,DCBA.10L3.R,MB.A11L3,MB.A10L3,3,6261.5618,6300.6268,B10L3,1,75,150,A10L3,1.8100000000000005,3.4599999999999995,95.95614563437316,61.141317629472105
RB.A23,MB.B9L3,6333.2618,INT,L,A,EVEN,2,79,LBALA.9L3,LBALA_09L3,B9L3_1,DCBA.9L3.L,MB.B8L3,MB.B9L3,3,6364.4968,6325.4318,B9L3,1,80,151,B9L3,1.8100000000000005,3.4599999999999995,95.95614563437316,61.141317629472105
RB.A23,MB.A9L3,6348.9218,INT,L,B,ODD,76,76,LBBLB.9L3,LBBLB_09L3,B10L3_2,DCBA.9L3.R,MB.A10L3,MB.A9L3,3,6300.6268,6341.0918,B10L3,2,76,152,A9L3,1.96,3.120000000000001,90.45027015692106,70.36876554941088
RB.A23,MB.B8L3,6372.3268,INT,L,A,EVEN,1,78,LBALA.8L3,LBALA_08L3,B9L3_0,DCBA.8L3.L,DFLAS.7L3.2,MB.B8L3,5,6411.5118,6364.4968,B9L3,0,79,153,B8L3,1.7499999999999998,3.1300000000000003,99.6289270513348,70.35344691681026
RB.A23,MB.A8L3,6387.9868,INT,L,B,ODD,77,77,LBBLR.8L3,LBBLR_08L3,B8L3_0,DCBA.8L3.R,MB.A9L3,MB.A8L3,3,6341.0918,6380.1568,B8L3,0,77,154,A8L3,1.7499999999999998,3.0200000000000027,99.6289270513348,71.68679046426837
RB.A34,MB.A8R3,6941.4548,INT,L,A,ODD,77,77,LBALA.8R3,LBALA_08R3,B8R3_0,DCBA.8R3.L,MB.A9R3,MB.A8R3,3,6972.6898,6933.6248,B8R3,0,77,1,A8R3,3.16,3.16,70.07018630242422,70.07018630242422
RB.A34,MB.B8R3,6957.1148,INT,L,B,EVEN,1,78,LBBLB.8R3,LBBLB_08R3,B9R3_0,DCBA.8R3.R,DFLAS.7R3.1,MB.B8R3,5,6921.9298,6949.2848,B9R3,0,79,2,B8R3,3.2400000000000126,3.08,67.99534303947361,70.92620638880226
RB.A34,MB.A9R3,6980.5198,INT,L,A,ODD,76,76,LBALA.9R3,LBALA_09R3,B10R3_2,DCBA.9R3.L,MB.A10R3,MB.A9R3,3,7013.1548,6972.6898,B10R3,2,76,3,A9R3,3.1799999999742785,1.74,69.74655266092758,97.96870463516548
RB.A34,MB.B9R3,6996.1798,INT,L,B,EVEN,2,79,LBBLD.9R3,LBBLD_09R3,B9R3_1,DCBA.9R3.R,MB.B8R3,MB.B9R3,3,6949.2848,6988.3498,B9R3,1,80,4,B9R3,2.4000000000000004,2.450000000000002,80.39860414416525,79.59764615112702
RB.A34,MB.A10R3,7020.9848,INT,L,A,ODD,75,75,LBALA.10R3,LBALA_10R3,B10R3_1,DCBA.10R3.L,MB.A11R3,MB.A10R3,3,7052.2198,7013.1548,B10R3,1,75,5,A10R3,3.2099999999999995,2.450000000000002,68.37476174248951,79.59764615112702
RB.A34,MB.B10R3,7036.6448,INT,L,B,EVEN,3,80,LBBLB.10R3,LBBLB_10R3,B11R3_0,DCBA.10R3.R,MB.B9R3,MB.B10R3,3,6988.3498,7028.8148,B11R3,0,81,6,B10R3,3.1799999999742785,3.1799999999742785,69.74655266092758,69.74655266092758
RB.A34,MB.A11R3,7060.0498,INT,L,A,ODD,74,74,LBALA.11R3,LBALA_11R3,B10R3_0,DCBA.11R3.L,MB.A12R3,MB.A11R3,4,7105.0015,7052.2198,B10R3,0,74,7,A11R3,2.4800000000000004,2.430000000000001,79.10202191429511,79.91564766114065
RB.A34,MB.B11R3,7075.7098,INT,L,B,EVEN,4,81,LBBLA.11R3,LBBLA_11R3,B11R3_1,DCBA.11R3.R,MB.B10R3,MB.B11R3,3,7028.8148,7067.8798,B11R3,1,82,8,B11R3,1.71,1.68,99.29508583041604,100.45740439836791
RB.A34,MB.A12R3,7112.8315,INT,L,A,ODD,73,73,LBALA.12R3,LBALA_12R3,B12R3_2,DCBA.A12R3.L,MB.C12R3,MB.A12R3,2,7136.3215,7105.0015,B12R3,2,73,9,A12R3,3.1799999999742785,3.08,69.74655266092758,70.92620638880226
RB.A34,MB.B12R3,7128.4915,INT,L,B,EVEN,5,82,LBBLA.12R3,LBBLA_12R3,B11R3_2,DCBA.A12R3.R,MB.B11R3,MB.B12R3,4,7067.8798,7120.6615,B11R3,2,83,10,B12R3,2.430000000000001,2.480000000000015,79.91564766114065,79.11108700795295
RB.A34,MB.C12R3,7144.1515,INT,L,A,ODD,72,72,LBALB.12R3,LBALB_12R3,B12R3_1,DCBA.B12R3.L,MB.B13R3,MB.C12R3,3,7174.1115,7136.3215,B12R3,1,72,11,C12R3,3.1600000000000006,1.95,69.74295839809092,91.06495839468394
RB.A34,MB.A13R3,7166.2815,INT,L,B,EVEN,6,83,LBBLA.13R3,LBBLA_13R3,B13R3_0,DCBQ.12R3.R,MB.B12R3,MB.A13R3,3,7120.6615,7158.4515,B13R3,0,84,12,A13R3,1.92,1.68,92.00434744749462,100.45740439836791
RB.A34,MB.B13R3,7181.9415,INT,L,A,ODD,71,71,LBALA.13R3,LBALA_13R3,B12R3_0,DCBA.13R3.L,MB.A14R3,MB.B13R3,3,7211.9015,7174.1115,B12R3,0,71,13,B13R3,3.0900000000000283,3.210000000000001,70.74825409990856,68.73171710454288
RB.A34,MB.C13R3,7197.6015,INT,L,B,EVEN,7,84,LBBLD.13R3,LBBLD_13R3,B13R3_1,DCBA.13R3.R,MB.A13R3,MB.C13R3,2,7158.4515,7189.7715,B13R3,1,85,14,C13R3,1.85,1.95,94.10394295985525,91.06495839468394
RB.A34,MB.A14R3,7219.7315,INT,L,A,ODD,70,70,LBALA.14R3,LBALA_14R3,B14R3_2,DCBA.A14R3.L,MB.C14R3,MB.A14R3,2,7243.2215,7211.9015,B14R3,2,70,15,A14R3,2.43,2.450000000000002,79.9134887858741,79.59764615112702
RB.A34,MB.B14R3,7235.3915,INT,L,B,EVEN,8,85,LBBLA.14R3,LBBLA_14R3,B13R3_2,DCBA.A14R3.R,MB.C13R3,MB.B14R3,3,7189.7715,7227.5615,B13R3,2,86,16,B14R3,1.75,2.5000000000000004,97.93687798968394,78.7897683364081
RB.A34,MB.C14R3,7251.0515,INT,L,A,ODD,69,69,LBALB.14R3,LBALB_14R3,B14R3_1,DCBA.B14R3.L,MB.B15R3,MB.C14R3,3,7281.0115,7243.2215,B14R3,1,69,17,C14R3,2.43,2.430000000000001,79.9134887858741,79.91564766114065
RB.A34,MB.A15R3,7273.1815,INT,L,B,EVEN,9,86,LBBLA.15R3,LBBLA_15R3,B15R3_0,DCBQ.14R3.R,MB.B14R3,MB.A15R3,3,7227.5615,7265.3515,B15R3,0,87,18,A15R3,3.25,3.6000000000000005,68.22162291037226,60.43712854708486
RB.A34,MB.B15R3,7288.8415,INT,L,A,ODD,68,68,LBALA.15R3,LBALA_15R3,B14R3_0,DCBA.15R3.L,MB.A16R3,MB.B15R3,3,7318.8015,7281.0115,B14R3,0,68,19,B15R3,3.25,3.25,68.22162291037226,68.22162291037226
RB.A34,MB.C15R3,7304.5015,INT,L,B,EVEN,10,87,LBBLD.15R3,LBBLD_15R3,B15R3_1,DCBA.15R3.R,MB.A15R3,MB.C15R3,2,7265.3515,7296.6715,B15R3,1,88,20,C15R3,2.43,1.85,79.9134887858741,94.10394295985525
RB.A34,MB.A16R3,7326.6315,INT,L,A,ODD,67,67,LBALA.16R3,LBALA_16R3,B16R3_2,DCBA.A16R3.L,MB.C16R3,MB.A16R3,2,7350.1215,7318.8015,B16R3,2,67,21,A16R3,3.03,2.430000000000001,71.53341464630975,79.91564766114065
RB.A34,MB.B16R3,7342.2915,INT,L,B,EVEN,11,88,LBBLA.16R3,LBBLA_16R3,B15R3_2,DCBA.A16R3.R,MB.C15R3,MB.B16R3,3,7296.6715,7334.4615,B15R3,2,89,22,B16R3,1.81,1.68,95.8748204483924,100.45740439836791
RB.A34,MB.C16R3,7357.9515,INT,L,A,ODD,66,66,LBALB.16R3,LBALB_16R3,B16R3_1,DCBA.B16R3.L,MB.B17R3,MB.C16R3,3,7387.9115,7350.1215,B16R3,1,66,23,C16R3,3.310000141193014,3.32,67.19212096326802,67.66559710105976
RB.A34,MB.A17R3,7380.0815,INT,L,B,EVEN,12,89,LBBLA.17R3,LBBLA_17R3,B17R3_0,DCBQ.16R3.R,MB.B16R3,MB.A17R3,3,7334.4615,7372.2515,B17R3,0,90,24,A17R3,2.4800000000000004,2.4800000000000004,79.10202191429511,79.10202191429511
RB.A34,MB.B17R3,7395.7415,INT,L,A,ODD,65,65,LBALA.17R3,LBALA_17R3,B16R3_0,DCBA.17R3.L,MB.A18R3,MB.B17R3,3,7425.7015,7387.9115,B16R3,0,65,25,B17R3,2.4000000000000004,2.430000000000001,80.39860414416525,79.91564766114065
RB.A34,MB.C17R3,7411.4015,INT,L,B,EVEN,13,90,LBBLD.17R3,LBBLD_17R3,B17R3_1,DCBA.17R3.R,MB.A17R3,MB.C17R3,2,7372.2515,7403.5715,B17R3,1,91,26,C17R3,3.4599999999999995,3.32,61.141317629472105,67.66559710105976
RB.A34,MB.A18R3,7433.5315,INT,L,A,ODD,64,64,LBALA.18R3,LBALA_18R3,B18R3_2,DCBA.A18R3.L,MB.C18R3,MB.A18R3,2,7457.0215,7425.7015,B18R3,2,64,27,A18R3,2.43,2.430000000000001,79.9134887858741,79.91564766114065
RB.A34,MB.B18R3,7449.1915,INT,L,B,EVEN,14,91,LBBLA.18R3,LBBLA_18R3,B17R3_2,DCBA.A18R3.R,MB.C17R3,MB.B18R3,3,7403.5715,7441.3615,B17R3,2,92,28,B18R3,3.310000141193014,3.32,67.19212096326802,67.66559710105976
RB.A34,MB.C18R3,7464.8515,INT,L,A,ODD,63,63,LBALB.18R3,LBALB_18R3,B18R3_1,DCBA.B18R3.L,MB.B19R3,MB.C18R3,3,7494.8115,7457.0215,B18R3,1,63,29,C18R3,2.43,1.68,79.9134887858741,100.45740439836791
RB.A34,MB.A19R3,7486.9815,INT,L,B,EVEN,15,92,LBBLA.19R3,LBBLA_19R3,B19R3_0,DCBQ.18R3.R,MB.B18R3,MB.A19R3,3,7441.3615,7479.1515,B19R3,0,93,30,A19R3,3.08,2.4300000000000006,70.92620638880226,79.89986949478443
RB.A34,MB.B19R3,7502.6415,INT,L,A,ODD,62,62,LBALA.19R3,LBALA_19R3,B18R3_0,DCBA.19R3.L,MB.A20R3,MB.B19R3,3,7532.6015,7494.8115,B18R3,0,62,31,B19R3,3.08,3.140000000000001,70.92620638880226,70.26040277030548
RB.A34,MB.C19R3,7518.3015,INT,L,B,EVEN,16,93,LBBLD.19R3,LBBLD_19R3,B19R3_1,DCBA.19R3.R,MB.A19R3,MB.C19R3,2,7479.1515,7510.4715,B19R3,1,94,32,C19R3,3.4599999999999995,3.32,61.141317629472105,67.66559710105976
RB.A34,MB.A20R3,7540.4315,INT,L,A,ODD,61,61,LBALA.20R3,LBALA_20R3,B20R3_2,DCBA.A20R3.L,MB.C20R3,MB.A20R3,2,7563.9215,7532.6015,B20R3,2,61,33,A20R3,1.67,3.210000000000001,100.31451566000446,68.73171710454288
RB.A34,MB.B20R3,7556.0915,INT,L,B,EVEN,17,94,LBBLA.20R3,LBBLA_20R3,B19R3_2,DCBA.A20R3.R,MB.C19R3,MB.B20R3,3,7510.4715,7548.2615,B19R3,2,95,34,B20R3,3.08,2.430000000000001,70.92620638880226,79.91564766114065
RB.A34,MB.C20R3,7571.7515,INT,L,A,ODD,60,60,LBALB.20R3,LBALB_20R3,B20R3_1,DCBA.B20R3.L,MB.B21R3,MB.C20R3,3,7601.7115,7563.9215,B20R3,1,60,35,C20R3,2.560000000000002,2.5000000000000004,77.8634517336402,78.7897683364081
RB.A34,MB.A21R3,7593.8815,INT,L,B,EVEN,18,95,LBBLA.21R3,LBBLA_21R3,B21R3_0,DCBQ.20R3.R,MB.B20R3,MB.A21R3,3,7548.2615,7586.0515,B21R3,0,96,36,A21R3,2.45000000000002,1.95,79.61488134911514,91.06495839468394
RB.A34,MB.B21R3,7609.5415,INT,L,A,ODD,59,59,LBALA.21R3,LBALA_21R3,B20R3_0,DCBA.21R3.L,MB.A22R3,MB.B21R3,3,7639.5015,7601.7115,B20R3,0,59,37,B21R3,3.0800000000000005,3.18,70.76365748864274,69.35436078096502
RB.A34,MB.C21R3,7625.2015,INT,L,B,EVEN,19,96,LBBLD.21R3,LBBLD_21R3,B21R3_1,DCBA.21R3.R,MB.A21R3,MB.C21R3,2,7586.0515,7617.3715,B21R3,1,97,38,C21R3,1.92,3.7,92.00434744749462,54.73594914052305
RB.A34,MB.A22R3,7647.3315,INT,L,A,ODD,58,58,LBALA.22R3,LBALA_22R3,B22R3_2,DCBA.A22R3.L,MB.C22R3,MB.A22R3,2,7670.8215,7639.5015,B22R3,2,58,39,A22R3,2.5,2.5,78.792057073657,78.792057073657
RB.A34,MB.B22R3,7662.9915,INT,L,B,EVEN,20,97,LBBLA.22R3,LBBLA_22R3,B21R3_2,DCBA.A22R3.R,MB.C21R3,MB.B22R3,3,7617.3715,7655.1615,B21R3,2,98,40,B22R3,2.4000000000000004,3.16,80.39860414416525,70.07018630242422
RB.A34,MB.C22R3,7678.6515,INT,L,A,ODD,57,57,LBALB.22R3,LBALB_22R3,B22R3_1,DCBA.B22R3.L,MB.B23R3,MB.C22R3,3,7708.6115,7670.8215,B22R3,1,57,41,C22R3,1.77,3.210000000000001,96.7853954664714,68.73171710454288
RB.A34,MB.A23R3,7700.7815,INT,L,B,EVEN,21,98,LBBLA.23R3,LBBLA_23R3,B23R3_0,DCBQ.22R3.R,MB.B22R3,MB.A23R3,3,7655.1615,7692.9515,B23R3,0,99,42,A23R3,3.2600000000000016,3.310000141193014,67.7519122227926,67.19212096326802
RB.A34,MB.B23R3,7716.4415,INT,L,A,ODD,56,56,LBALA.23R3,LBALA_23R3,B22R3_0,DCBA.23R3.L,MB.A24R3,MB.B23R3,3,7746.4015,7708.6115,B22R3,0,56,43,B23R3,2.68281755386508,2.68281755386508,75.0,75.0
RB.A34,MB.C23R3,7732.1015,INT,L,B,EVEN,22,99,LBBLD.23R3,LBBLD_23R3,B23R3_1,DCBA.23R3.R,MB.A23R3,MB.C23R3,2,7692.9515,7724.2715,B23R3,1,100,44,C23R3,3.18,3.18,69.35436078096502,69.35436078096502
RB.A34,MB.A24R3,7754.2315,INT,L,A,ODD,55,55,LBALA.24R3,LBALA_24R3,B24R3_2,DCBA.A24R3.L,MB.C24R3,MB.A24R3,2,7777.7215,7746.4015,B24R3,2,55,45,A24R3,3.18,3.7,69.35436078096502,54.73594914052305
RB.A34,MB.B24R3,7769.8915,INT,L,B,EVEN,23,100,LBBLA.24R3,LBBLA_24R3,B23R3_2,DCBA.A24R3.R,MB.C23R3,MB.B24R3,3,7724.2715,7762.0615,B23R3,2,101,46,B24R3,2.979999999999998,3.7,71.9167377486337,54.73594914052305
RB.A34,MB.C24R3,7785.5515,INT,L,A,ODD,54,54,LBALB.24R3,LBALB_24R3,B24R3_1,DCBA.B24R3.L,MB.B25R3,MB.C24R3,3,7815.5115,7777.7215,B24R3,1,54,47,C24R3,2.979999999999998,3.02,71.9167377486337,71.69505965461342
RB.A34,MB.A25R3,7807.6815,INT,L,B,EVEN,24,101,LBBLA.25R3,LBBLA_25R3,B25R3_0,DCBQ.24R3.R,MB.B24R3,MB.A25R3,3,7762.0615,7799.8515,B25R3,0,102,48,A25R3,2.4800000000000004,2.430000000000001,79.10202191429511,79.91564766114065
RB.A34,MB.B25R3,7823.3415,INT,L,A,ODD,53,53,LBALA.25R3,LBALA_25R3,B24R3_0,DCBA.25R3.L,MB.A26R3,MB.B25R3,3,7853.3015,7815.5115,B24R3,0,53,49,B25R3,3.18,2.5,69.35436078096502,78.792057073657
RB.A34,MB.C25R3,7839.0015,INT,L,B,EVEN,25,102,LBBLD.25R3,LBBLD_25R3,B25R3_1,DCBA.25R3.R,MB.A25R3,MB.C25R3,2,7799.8515,7831.1715,B25R3,1,103,50,C25R3,3.16,2.9199999999999995,70.07018630242422,72.91920684067088
RB.A34,MB.A26R3,7861.1315,INT,L,A,ODD,52,52,LBALA.26R3,LBALA_26R3,B26R3_2,DCBA.A26R3.L,MB.C26R3,MB.A26R3,2,7884.6215,7853.3015,B26R3,2,52,51,A26R3,1.7400000000000002,1.85,97.96677628651337,94.10394295985525
RB.A34,MB.B26R3,7876.7915,INT,L,B,EVEN,26,103,LBBLA.26R3,LBBLA_26R3,B25R3_2,DCBA.A26R3.R,MB.C25R3,MB.B26R3,3,7831.1715,7868.9615,B25R3,2,104,52,B26R3,1.96,3.28,90.45027015692106,67.87449965452625
RB.A34,MB.C26R3,7892.4515,INT,L,A,ODD,51,51,LBALB.26R3,LBALB_26R3,B26R3_1,DCBA.B26R3.L,MB.B27R3,MB.C26R3,3,7922.4115,7884.6215,B26R3,1,51,53,C26R3,2.979999999999998,3.7,71.9167377486337,54.73594914052305
RB.A34,MB.A27R3,7914.5815,INT,L,B,EVEN,27,104,LBBLA.27R3,LBBLA_27R3,B27R3_0,DCBQ.26R3.R,MB.B26R3,MB.A27R3,3,7868.9615,7906.7515,B27R3,0,105,54,A27R3,3.25,3.7,68.09926754352253,54.73594914052305
RB.A34,MB.B27R3,7930.2415,INT,L,A,ODD,50,50,LBALA.27R3,LBALA_27R3,B26R3_0,DCBA.27R3.L,MB.A28R3,MB.B27R3,3,7960.2015,7922.4115,B26R3,0,50,55,B27R3,3.0900000000000003,3.310000141193014,70.87720413274648,67.19212096326802
RB.A34,MB.C27R3,7945.9015,INT,L,B,EVEN,28,105,LBBLD.27R3,LBBLD_27R3,B27R3_1,DCBA.27R3.R,MB.A27R3,MB.C27R3,2,7906.7515,7938.0715,B27R3,1,106,56,C27R3,2.68281755386508,2.68281755386508,75.0,75.0
RB.A34,MB.A28R3,7968.0315,INT,L,A,ODD,49,49,LBALA.28R3,LBALA_28R3,B28R3_2,DCBA.A28R3.L,MB.C28R3,MB.A28R3,2,7991.5215,7960.2015,B28R3,2,49,57,A28R3,2.9199999999999995,2.9199999999999995,72.91920684067088,72.91920684067088
RB.A34,MB.B28R3,7983.6915,INT,L,B,EVEN,29,106,LBBLA.28R3,LBBLA_28R3,B27R3_2,DCBA.A28R3.R,MB.C27R3,MB.B28R3,3,7938.0715,7975.8615,B27R3,2,107,58,B28R3,3.18,2.45,69.35436078096502,79.59538110746324
RB.A34,MB.C28R3,7999.3515,INT,L,A,ODD,48,48,LBALB.28R3,LBALB_28R3,B28R3_1,DCBA.B28R3.L,MB.B29R3,MB.C28R3,3,8029.3115,7991.5215,B28R3,1,48,59,C28R3,2.68281755386508,2.68281755386508,75.0,75.0
RB.A34,MB.A29R3,8021.4815,INT,L,B,EVEN,30,107,LBBLA.29R3,LBBLA_29R3,B29R3_0,DCBQ.28R3.R,MB.B28R3,MB.A29R3,3,7975.8615,8013.6515,B29R3,0,108,60,A29R3,2.68281755386508,2.68281755386508,75.0,75.0
RB.A34,MB.B29R3,8037.1415,INT,L,A,ODD,47,47,LBALA.29R3,LBALA_29R3,B28R3_0,DCBA.29R3.L,MB.A30R3,MB.B29R3,4,8067.1015,8029.3115,B28R3,0,47,61,B29R3,2.68281755386508,2.68281755386508,75.0,75.0
RB.A34,MB.C29R3,8052.8015,INT,L,B,EVEN,31,108,LBBLD.29R3,LBBLD_29R3,B29R3_1,DCBA.29R3.R,MB.A29R3,MB.C29R3,2,8013.6515,8044.9715,B29R3,1,109,62,C29R3,2.979999999999998,2.9199999999999995,71.9167377486337,72.91920684067088
RB.A34,MB.A30R3,8074.9315,INT,L,A,ODD,46,46,LBALA.30R3,LBALA_30R3,B30R3_2,DCBA.A30R3.L,MB.C30R3,MB.A30R3,2,8098.4215,8067.1015,B30R3,2,46,63,A30R3,3.320000000000004,2.9199999999999995,66.96853432549321,72.91920684067088
RB.A34,MB.B30R3,8090.5915,INT,L,B,EVEN,32,109,LBBLA.30R3,LBBLA_30R3,B29R3_2,DCBA.A30R3.R,MB.C29R3,MB.B30R3,3,8044.9715,8082.7615,B29R3,2,110,64,B30R3,3.16,3.18,70.07018630242422,69.35436078096502
RB.A34,MB.C30R3,8106.2515,INT,L,A,ODD,45,45,LBALB.30R3,LBALB_30R3,B30R3_1,DCBA.B30R3.L,MB.B31R3,MB.C30R3,3,8136.2115,8098.4215,B30R3,1,45,65,C30R3,2.979999999999998,2.9199999999999995,71.9167377486337,72.91920684067088
RB.A34,MB.A31R3,8128.3815,INT,L,B,EVEN,33,110,LBBLA.31R3,LBBLA_31R3,B31R3_0,DCBQ.30R3.R,MB.B30R3,MB.A31R3,3,8082.7615,8120.5515,B31R3,0,111,66,A31R3,3.18,2.9199999999999995,69.35436078096502,72.91920684067088
RB.A34,MB.B31R3,8144.0415,INT,L,A,ODD,44,44,LBALA.31R3,LBALA_31R3,B30R3_0,DCBA.31R3.L,MB.A32R3,MB.B31R3,3,8174.0015,8136.2115,B30R3,0,44,67,B31R3,3.18,3.18,69.35436078096502,69.35436078096502
RB.A34,MB.C31R3,8159.7015,INT,L,B,EVEN,34,111,LBBLD.31R3,LBBLD_31R3,B31R3_1,DCBA.31R3.R,MB.A31R3,MB.C31R3,2,8120.5515,8151.8715,B31R3,1,112,68,C31R3,1.75,3.25,96.83501939690876,68.09926754352253
RB.A34,MB.A32R3,8181.8315,INT,L,A,ODD,43,43,LBALA.32R3,LBALA_32R3,B32R3_2,DCBA.A32R3.L,MB.C32R3,MB.A32R3,2,8205.3215,8174.0015,B32R3,2,43,69,A32R3,3.18,3.18,69.35436078096502,69.35436078096502
RB.A34,MB.B32R3,8197.4915,INT,L,B,EVEN,35,112,LBBLA.32R3,LBBLA_32R3,B31R3_2,DCBA.A32R3.R,MB.C31R3,MB.B32R3,3,8151.8715,8189.6615,B31R3,2,113,70,B32R3,3.3000000000000025,3.3000000000000025,67.81747258741485,67.81747258741485
RB.A34,MB.C32R3,8213.1515,INT,L,A,ODD,42,42,LBALB.32R3,LBALB_32R3,B32R3_1,DCBA.B32R3.L,MB.B33R3,MB.C32R3,3,8243.1115,8205.3215,B32R3,1,42,71,C32R3,3.02,3.18,71.69505965461342,69.35436078096502
RB.A34,MB.A33R3,8235.2815,INT,L,B,EVEN,36,113,LBBLA.33R3,LBBLA_33R3,B33R3_0,DCBQ.32R3.R,MB.B32R3,MB.A33R3,3,8189.6615,8227.4515,B33R3,0,114,72,A33R3,3.25,2.9199999999999995,68.09926754352253,72.91920684067088
RB.A34,MB.B33R3,8250.9415,INT,L,A,ODD,41,41,LBALA.33R3,LBALA_33R3,B32R3_0,DCBA.33R3.L,MB.A34R3,MB.B33R3,3,8280.9015,8243.1115,B32R3,0,41,73,B33R3,3.1600000000000006,1.95,69.74295839809092,91.06495839468394
RB.A34,MB.C33R3,8266.6015,INT,L,B,EVEN,37,114,LBBLD.33R3,LBBLD_33R3,B33R3_1,DCBA.33R3.R,MB.A33R3,MB.C33R3,2,8227.4515,8258.7715,B33R3,1,115,74,C33R3,1.92,3.210000000000001,92.00434744749462,68.73171710454288
RB.A34,MB.A34R3,8288.7315,INT,L,A,ODD,40,40,LBALA.34R3,LBALA_34R3,B34R3_1,DCBA.A34R3.L,MB.C34R3,MB.A34R3,2,8312.2215,8280.9015,B34R3,1,40,75,A34R3,2.4800000000000004,2.5000000000000004,79.10202191429511,78.7897683364081
RB.A34,MB.B34R3,8304.3915,INT,L,B,EVEN,38,115,LBBLA.34R3,LBBLA_34R3,B33R3_2,DCBA.A34R3.R,MB.C33R3,MB.B34R3,3,8258.7715,8296.5615,B33R3,2,116,76,B34R3,3.0800000000000005,3.120000000000001,70.76365748864274,70.36876554941088
