,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,Circuit,#Segment
842,B19L7_1,DCBB.19L7.L,MB.C19L7,MB.A19L7,2,19132.7517,19164.0717,B19L7,1,RB.A67,63
843,B19L7_2,DCBB.B18L7.L,MB.A19L7,MB.B18L7,3,19164.0717,19201.8617,B19L7,2,RB.A67,64
844,B17L7_0,DCBQ.17L7.L,MB.B18L7,MB.C17L7,3,19201.8617,19239.6517,B17L7,0,RB.A67,65
845,B17L7_1,DCBB.17L7.L,MB.C17L7,MB.A17L7,2,19239.6517,19270.9717,B17L7,1,RB.A67,66
846,B17L7_2,DCBB.B16L7.L,MB.A17L7,MB.B16L7,3,19270.9717,19308.7617,B17L7,2,RB.A67,67
847,B15L7_0,DCBQ.15L7.L,MB.B16L7,MB.C15L7,3,19308.7617,19346.5517,B15L7,0,RB.A67,68
848,B15L7_1,DCBB.15L7.L,MB.C15L7,MB.A15L7,2,19346.5517,19377.8717,B15L7,1,RB.A67,69
849,B15L7_2,DCBB.B14L7.L,MB.A15L7,MB.B14L7,3,19377.8717,19415.6617,B15L7,2,RB.A67,70
850,B13L7_0,DCBQ.13L7.L,MB.B14L7,MB.C13L7,3,19415.6617,19453.4517,B13L7,0,RB.A67,71
851,B13L7_1,DCBB.13L7.L,MB.C13L7,MB.A13L7,2,19453.4517,19484.7717,B13L7,1,RB.A67,72
852,B13L7_2,DCBB.B12L7.L,MB.A13L7,MB.B12L7,3,19484.7717,19522.5617,B13L7,2,RB.A67,73
853,B11L7_0,DCBE.11L7.L,MB.B12L7,MB.B11L7,4,19522.5617,19575.3434,B11L7,0,RB.A67,74
854,B11L7_1,DCBQ.10L7.L,MB.B11L7,MB.B10L7,3,19575.3434,19614.4084,B11L7,1,RB.A67,75
855,B11L7_2,DCBQ.9L7.L,MB.B10L7,MB.B9L7,3,19614.4084,19654.8734,B11L7,2,RB.A67,76
856,B9L7_0,DCBQ.8L7.L,MB.B9L7,MB.B8L7,3,19654.8734,19693.9384,B9L7,0,RB.A67,77
857,B9L7_1,DCBD.7L7.L,MB.B8L7,DFLAS.7L7.2,5,19693.9384,19740.9534,B9L7,1,RB.A67,78
858,B8L7_0,DCBB.8L7.R,DFLAS.7L7.1,MB.A8L7,4,19740.6134,19709.5984,B8L7,0,RB.A67,79
859,B8L7_1,DCBB.9L7.L,MB.A8L7,MB.A9L7,3,19709.5984,19670.5334,B8L7,1,RB.A67,80
860,B10L7_0,DCBB.10L7.R,MB.A9L7,MB.A10L7,3,19670.5334,19630.0684,B10L7,0,RB.A67,81
861,B10L7_1,DCBB.11L7.R,MB.A10L7,MB.A11L7,3,19630.0684,19591.0034,B10L7,1,RB.A67,82
862,B10L7_2,DCBB.A12L7.R,MB.A11L7,MB.A12L7,4,19591.0034,19538.2217,B10L7,2,RB.A67,83
863,B12L7_0,DCBB.B12L7.R,MB.A12L7,MB.C12L7,2,19538.2217,19506.9017,B12L7,0,RB.A67,84
864,B12L7_1,DCBB.13L7.R,MB.C12L7,MB.B13L7,3,19506.9017,19469.1117,B12L7,1,RB.A67,85
865,B12L7_2,DCBB.A14L7.R,MB.B13L7,MB.A14L7,3,19469.1117,19431.3217,B12L7,2,RB.A67,86
866,B14L7_0,DCBB.B14L7.R,MB.A14L7,MB.C14L7,2,19431.3217,19400.0017,B14L7,0,RB.A67,87
867,B14L7_1,DCBB.15L7.R,MB.C14L7,MB.B15L7,3,19400.0017,19362.2117,B14L7,1,RB.A67,88
868,B14L7_2,DCBB.A16L7.R,MB.B15L7,MB.A16L7,3,19362.2117,19324.4217,B14L7,2,RB.A67,89
869,B16L7_0,DCBB.B16L7.R,MB.A16L7,MB.C16L7,2,19324.4217,19293.1017,B16L7,0,RB.A67,90
870,B16L7_1,DCBB.17L7.R,MB.C16L7,MB.B17L7,3,19293.1017,19255.3117,B16L7,1,RB.A67,91
871,B16L7_2,DCBB.A18L7.R,MB.B17L7,MB.A18L7,3,19255.3117,19217.5217,B16L7,2,RB.A67,92
872,B18L7_0,DCBB.B18L7.R,MB.A18L7,MB.C18L7,2,19217.5217,19186.2017,B18L7,0,RB.A67,93
873,B18L7_1,DCBB.19L7.R,MB.C18L7,MB.B19L7,3,19186.2017,19148.4117,B18L7,1,RB.A67,94
874,B18L7_2,DCBB.A20L7.R,MB.B19L7,MB.A20L7,3,19148.4117,19110.6217,B18L7,2,RB.A67,95
875,B20L7_0,DCBB.B20L7.R,MB.A20L7,MB.C20L7,2,19110.6217,19079.3017,B20L7,0,RB.A67,96
876,B20L7_1,DCBB.21L7.R,MB.C20L7,MB.B21L7,3,19079.3017,19041.5117,B20L7,1,RB.A67,97
877,B20L7_2,DCBB.A22L7.R,MB.B21L7,MB.A22L7,3,19041.5117,19003.7217,B20L7,2,RB.A67,98
878,B22L7_0,DCBB.B22L7.R,MB.A22L7,MB.C22L7,2,19003.7217,18972.4017,B22L7,0,RB.A67,99
879,B22L7_1,DCBB.23L7.R,MB.C22L7,MB.B23L7,3,18972.4017,18934.6117,B22L7,1,RB.A67,100
880,B22L7_2,DCBB.A24L7.R,MB.B23L7,MB.A24L7,3,18934.6117,18896.8217,B22L7,2,RB.A67,101
881,B24L7_0,DCBB.B24L7.R,MB.A24L7,MB.C24L7,2,18896.8217,18865.5017,B24L7,0,RB.A67,102
882,B24L7_1,DCBB.25L7.R,MB.C24L7,MB.B25L7,3,18865.5017,18827.7117,B24L7,1,RB.A67,103
883,B24L7_2,DCBB.A26L7.R,MB.B25L7,MB.A26L7,3,18827.7117,18789.9217,B24L7,2,RB.A67,104
884,B26L7_0,DCBB.B26L7.R,MB.A26L7,MB.C26L7,2,18789.9217,18758.6017,B26L7,0,RB.A67,105
885,B26L7_1,DCBB.27L7.R,MB.C26L7,MB.B27L7,3,18758.6017,18720.8117,B26L7,1,RB.A67,106
886,B26L7_2,DCBB.A28L7.R,MB.B27L7,MB.A28L7,3,18720.8117,18683.0217,B26L7,2,RB.A67,107
887,B28L7_0,DCBB.B28L7.R,MB.A28L7,MB.C28L7,2,18683.0217,18651.7017,B28L7,0,RB.A67,108
888,B28L7_1,DCBB.29L7.R,MB.C28L7,MB.B29L7,3,18651.7017,18613.9117,B28L7,1,RB.A67,109
889,B28L7_2,DCBB.A30L7.R,MB.B29L7,MB.A30L7,3,18613.9117,18576.1217,B28L7,2,RB.A67,110
890,B30L7_0,DCBB.B30L7.R,MB.A30L7,MB.C30L7,2,18576.1217,18544.8017,B30L7,0,RB.A67,111
891,B30L7_1,DCBB.31L7.R,MB.C30L7,MB.B31L7,3,18544.8017,18507.0117,B30L7,1,RB.A67,112
892,B30L7_2,DCBB.A32L7.R,MB.B31L7,MB.A32L7,3,18507.0117,18469.2217,B30L7,2,RB.A67,113
893,B32L7_0,DCBB.B32L7.R,MB.A32L7,MB.C32L7,2,18469.2217,18437.9017,B32L7,0,RB.A67,114
894,B32L7_1,DCBB.33L7.R,MB.C32L7,MB.B33L7,3,18437.9017,18400.1117,B32L7,1,RB.A67,115
895,B32L7_2,DCBB.A34L7.R,MB.B33L7,MB.A34L7,3,18400.1117,18362.3217,B32L7,2,RB.A67,116
896,B34L7_0,DCBB.B34L7.R,MB.A34L7,MB.C34L7,2,18362.3217,18331.0017,B34L7,0,RB.A67,117
897,B34L7_1,DCBB.34R6.R,MB.C34L7,MB.B34R6,3,18331.0017,18293.2117,B34L7,1,RB.A67,118
898,B33R6_0,DCBB.B33R6.R,MB.B34R6,MB.C33R6,3,18293.2117,18255.4217,B33R6,0,RB.A67,119
899,B33R6_1,DCBB.A33R6.R,MB.C33R6,MB.A33R6,2,18255.4217,18224.1017,B33R6,1,RB.A67,120
900,B33R6_2,DCBB.32R6.R,MB.A33R6,MB.B32R6,3,18224.1017,18186.3117,B33R6,2,RB.A67,121
901,B31R6_0,DCBB.B31R6.R,MB.B32R6,MB.C31R6,3,18186.3117,18148.5217,B31R6,0,RB.A67,122
902,B31R6_1,DCBB.A31R6.R,MB.C31R6,MB.A31R6,2,18148.5217,18117.2017,B31R6,1,RB.A67,123
903,B31R6_2,DCBB.30R6.R,MB.A31R6,MB.B30R6,3,18117.2017,18079.4117,B31R6,2,RB.A67,124
904,B29R6_0,DCBB.B29R6.R,MB.B30R6,MB.C29R6,3,18079.4117,18041.6217,B29R6,0,RB.A67,125
905,B29R6_1,DCBB.A29R6.R,MB.C29R6,MB.A29R6,2,18041.6217,18010.3017,B29R6,1,RB.A67,126
906,B29R6_2,DCBB.28R6.R,MB.A29R6,MB.B28R6,3,18010.3017,17972.5117,B29R6,2,RB.A67,127
907,B27R6_0,DCBB.B27R6.R,MB.B28R6,MB.C27R6,3,17972.5117,17934.7217,B27R6,0,RB.A67,128
908,B27R6_1,DCBB.A27R6.R,MB.C27R6,MB.A27R6,2,17934.7217,17903.4017,B27R6,1,RB.A67,129
909,B27R6_2,DCBB.26R6.R,MB.A27R6,MB.B26R6,3,17903.4017,17865.6117,B27R6,2,RB.A67,130
910,B25R6_0,DCBB.B25R6.R,MB.B26R6,MB.C25R6,3,17865.6117,17827.8217,B25R6,0,RB.A67,131
911,B25R6_1,DCBB.A25R6.R,MB.C25R6,MB.A25R6,2,17827.8217,17796.5017,B25R6,1,RB.A67,132
912,B25R6_2,DCBB.24R6.R,MB.A25R6,MB.B24R6,3,17796.5017,17758.7117,B25R6,2,RB.A67,133
913,B23R6_0,DCBB.B23R6.R,MB.B24R6,MB.C23R6,3,17758.7117,17720.9217,B23R6,0,RB.A67,134
914,B23R6_1,DCBB.A23R6.R,MB.C23R6,MB.A23R6,2,17720.9217,17689.6017,B23R6,1,RB.A67,135
915,B23R6_2,DCBB.22R6.R,MB.A23R6,MB.B22R6,3,17689.6017,17651.8117,B23R6,2,RB.A67,136
916,B21R6_0,DCBB.B21R6.R,MB.B22R6,MB.C21R6,3,17651.8117,17614.0217,B21R6,0,RB.A67,137
917,B21R6_1,DCBB.A21R6.R,MB.C21R6,MB.A21R6,2,17614.0217,17582.7017,B21R6,1,RB.A67,138
918,B21R6_2,DCBB.20R6.R,MB.A21R6,MB.B20R6,3,17582.7017,17544.9117,B21R6,2,RB.A67,139
919,B19R6_0,DCBB.B19R6.R,MB.B20R6,MB.C19R6,3,17544.9117,17507.1217,B19R6,0,RB.A67,140
920,B19R6_1,DCBB.A19R6.R,MB.C19R6,MB.A19R6,2,17507.1217,17475.8017,B19R6,1,RB.A67,141
921,B19R6_2,DCBB.18R6.R,MB.A19R6,MB.B18R6,3,17475.8017,17438.0117,B19R6,2,RB.A67,142
922,B17R6_0,DCBB.B17R6.R,MB.B18R6,MB.C17R6,3,17438.0117,17400.2217,B17R6,0,RB.A67,143
923,B17R6_1,DCBB.A17R6.R,MB.C17R6,MB.A17R6,2,17400.2217,17368.9017,B17R6,1,RB.A67,144
924,B17R6_2,DCBB.16R6.R,MB.A17R6,MB.B16R6,3,17368.9017,17331.1117,B17R6,2,RB.A67,145
925,B15R6_0,DCBB.B15R6.R,MB.B16R6,MB.C15R6,3,17331.1117,17293.3217,B15R6,0,RB.A67,146
926,B15R6_1,DCBB.A15R6.R,MB.C15R6,MB.A15R6,2,17293.3217,17262.0017,B15R6,1,RB.A67,147
927,B15R6_2,DCBB.14R6.R,MB.A15R6,MB.B14R6,3,17262.0017,17224.2117,B15R6,2,RB.A67,148
928,B13R6_0,DCBB.B13R6.R,MB.B14R6,MB.C13R6,3,17224.2117,17186.4217,B13R6,0,RB.A67,149
929,B13R6_1,DCBB.A13R6.R,MB.C13R6,MB.A13R6,2,17186.4217,17155.1017,B13R6,1,RB.A67,150
930,B13R6_2,DCBB.12R6.R,MB.A13R6,MB.B12R6,3,17155.1017,17117.3117,B13R6,2,RB.A67,151
931,B11R6_0,DCBB.11R6.R,MB.B12R6,MB.B11R6,4,17117.3117,17065.472,B11R6,0,RB.A67,152
932,B11R6_1,DCBB.10R6.R,MB.B11R6,MB.B10R6,3,17065.472,17026.407,B11R6,1,RB.A67,153
933,B11R6_2,DCBB.9R6.R,MB.B10R6,MB.B9R6,3,17026.407,16985.942,B11R6,2,RB.A67,154
934,B9R6_0,DCBB.8R6.R,MB.B9R6,MB.B8R6,3,16985.942,16946.877,B9R6,0,RB.A67,155
935,B9R6_1,DCBD.5R6.R,MB.B8R6,DFLAS.5R6.5,4,16946.877,16922.6423,B9R6,1,RB.A67,156
936,B8L8_0,DCBB.8L8.R,DFLAS.7L8.5,MB.A8L8,4,23075.7728,23041.4478,B8L8,0,RB.A78,1
937,B8L8_1,DCBB.9L8.R,MB.A8L8,MB.A9L8,3,23041.4478,23002.3828,B8L8,1,RB.A78,2
938,B10L8_0,DCBB.10L8.R,MB.A9L8,MB.A10L8,3,23002.3828,22961.9178,B10L8,0,RB.A78,3
939,B10L8_1,DCBB.11L8.R,MB.A10L8,MB.A11L8,3,22961.9178,22922.8528,B10L8,1,RB.A78,4
940,B10L8_2,DCBB.A12L8.R,MB.A11L8,MB.A12L8,4,22922.8528,22871.0131,B10L8,2,RB.A78,5
941,B12L8_0,DCBB.B12L8.R,MB.A12L8,MB.C12L8,2,22871.0131,22839.6931,B12L8,0,RB.A78,6
942,B12L8_1,DCBB.13L8.R,MB.C12L8,MB.B13L8,3,22839.6931,22801.9031,B12L8,1,RB.A78,7
943,B12L8_2,DCBB.A14L8.R,MB.B13L8,MB.A14L8,3,22801.9031,22764.1131,B12L8,2,RB.A78,8
944,B14L8_0,DCBB.B14L8.R,MB.A14L8,MB.C14L8,2,22764.1131,22732.7931,B14L8,0,RB.A78,9
945,B14L8_1,DCBB.15L8.R,MB.C14L8,MB.B15L8,3,22732.7931,22695.0031,B14L8,1,RB.A78,10
946,B14L8_2,DCBB.A16L8.R,MB.B15L8,MB.A16L8,3,22695.0031,22657.2131,B14L8,2,RB.A78,11
947,B16L8_0,DCBB.B16L8.R,MB.A16L8,MB.C16L8,2,22657.2131,22625.8931,B16L8,0,RB.A78,12
948,B16L8_1,DCBB.17L8.R,MB.C16L8,MB.B17L8,3,22625.8931,22588.1031,B16L8,1,RB.A78,13
949,B16L8_2,DCBB.A18L8.R,MB.B17L8,MB.A18L8,3,22588.1031,22550.3131,B16L8,2,RB.A78,14
950,B18L8_0,DCBB.B18L8.R,MB.A18L8,MB.C18L8,2,22550.3131,22518.9931,B18L8,0,RB.A78,15
951,B18L8_1,DCBB.19L8.R,MB.C18L8,MB.B19L8,3,22518.9931,22481.2031,B18L8,1,RB.A78,16
952,B18L8_2,DCBB.A20L8.R,MB.B19L8,MB.A20L8,3,22481.2031,22443.4131,B18L8,2,RB.A78,17
953,B20L8_0,DCBB.B20L8.R,MB.A20L8,MB.C20L8,2,22443.4131,22412.0931,B20L8,0,RB.A78,18
954,B20L8_1,DCBB.21L8.R,MB.C20L8,MB.B21L8,3,22412.0931,22374.3031,B20L8,1,RB.A78,19
955,B20L8_2,DCBB.A22L8.R,MB.B21L8,MB.A22L8,3,22374.3031,22336.5131,B20L8,2,RB.A78,20
956,B22L8_0,DCBB.B22L8.R,MB.A22L8,MB.C22L8,2,22336.5131,22305.1931,B22L8,0,RB.A78,21
957,B22L8_1,DCBB.23L8.R,MB.C22L8,MB.B23L8,3,22305.1931,22267.4031,B22L8,1,RB.A78,22
958,B22L8_2,DCBB.A24L8.R,MB.B23L8,MB.A24L8,3,22267.4031,22229.6131,B22L8,2,RB.A78,23
959,B24L8_0,DCBB.B24L8.R,MB.A24L8,MB.C24L8,2,22229.6131,22198.2931,B24L8,0,RB.A78,24
960,B24L8_1,DCBB.25L8.R,MB.C24L8,MB.B25L8,3,22198.2931,22160.5031,B24L8,1,RB.A78,25
961,B24L8_2,DCBB.A26L8.R,MB.B25L8,MB.A26L8,3,22160.5031,22122.7131,B24L8,2,RB.A78,26
962,B26L8_0,DCBB.B26L8.R,MB.A26L8,MB.C26L8,2,22122.7131,22091.3931,B26L8,0,RB.A78,27
963,B26L8_1,DCBB.27L8.R,MB.C26L8,MB.B27L8,3,22091.3931,22053.6031,B26L8,1,RB.A78,28
964,B26L8_2,DCBB.A28L8.R,MB.B27L8,MB.A28L8,3,22053.6031,22015.8131,B26L8,2,RB.A78,29
965,B28L8_0,DCBB.B28L8.R,MB.A28L8,MB.C28L8,2,22015.8131,21984.4931,B28L8,0,RB.A78,30
966,B28L8_1,DCBB.29L8.R,MB.C28L8,MB.B29L8,3,21984.4931,21946.7031,B28L8,1,RB.A78,31
967,B28L8_2,DCBB.A30L8.R,MB.B29L8,MB.A30L8,3,21946.7031,21908.9131,B28L8,2,RB.A78,32
968,B30L8_0,DCBB.B30L8.R,MB.A30L8,MB.C30L8,2,21908.9131,21877.5931,B30L8,0,RB.A78,33
969,B30L8_1,DCBB.31L8.R,MB.C30L8,MB.B31L8,3,21877.5931,21839.8031,B30L8,1,RB.A78,34
970,B30L8_2,DCBB.A32L8.R,MB.B31L8,MB.A32L8,3,21839.8031,21802.0131,B30L8,2,RB.A78,35
971,B32L8_0,DCBB.B32L8.R,MB.A32L8,MB.C32L8,2,21802.0131,21770.6931,B32L8,0,RB.A78,36
972,B32L8_1,DCBB.33L8.R,MB.C32L8,MB.B33L8,3,21770.6931,21732.9031,B32L8,1,RB.A78,37
973,B32L8_2,DCBB.A34L8.R,MB.B33L8,MB.A34L8,3,21732.9031,21695.1131,B32L8,2,RB.A78,38
974,B34L8_0,DCBB.B34L8.R,MB.A34L8,MB.C34L8,2,21695.1131,21663.7931,B34L8,0,RB.A78,39
975,B34L8_1,DCBB.34R7.R,MB.C34L8,MB.B34R7,3,21663.7931,21626.0031,B34L8,1,RB.A78,40
976,B34L8_2,DCBB.B33R7.R,MB.B34R7,MB.C33R7,3,21626.0031,21588.2131,B34L8,2,RB.A78,41
977,B33R7_0,DCBB.A33R7.R,MB.C33R7,MB.A33R7,2,21588.2131,21556.8931,B33R7,0,RB.A78,42
978,B33R7_1,DCBB.32R7.R,MB.A33R7,MB.B32R7,3,21556.8931,21519.1031,B33R7,1,RB.A78,43
979,B31R7_0,DCBB.B31R7.R,MB.B32R7,MB.C31R7,3,21519.1031,21481.3131,B31R7,0,RB.A78,44
980,B31R7_1,DCBB.A31R7.R,MB.C31R7,MB.A31R7,2,21481.3131,21449.9931,B31R7,1,RB.A78,45
981,B31R7_2,DCBB.30R7.R,MB.A31R7,MB.B30R7,3,21449.9931,21412.2031,B31R7,2,RB.A78,46
982,B29R7_0,DCBB.B29R7.R,MB.B30R7,MB.C29R7,3,21412.2031,21374.4131,B29R7,0,RB.A78,47
983,B29R7_1,DCBB.A29R7.R,MB.C29R7,MB.A29R7,2,21374.4131,21343.0931,B29R7,1,RB.A78,48
984,B29R7_2,DCBB.28R7.R,MB.A29R7,MB.B28R7,3,21343.0931,21305.3031,B29R7,2,RB.A78,49
985,B27R7_0,DCBB.B27R7.R,MB.B28R7,MB.C27R7,3,21305.3031,21267.5131,B27R7,0,RB.A78,50
986,B27R7_1,DCBB.A27R7.R,MB.C27R7,MB.A27R7,2,21267.5131,21236.1931,B27R7,1,RB.A78,51
987,B27R7_2,DCBB.26R7.R,MB.A27R7,MB.B26R7,3,21236.1931,21198.4031,B27R7,2,RB.A78,52
988,B25R7_0,DCBB.B25R7.R,MB.B26R7,MB.C25R7,3,21198.4031,21160.6131,B25R7,0,RB.A78,53
989,B25R7_1,DCBB.A25R7.R,MB.C25R7,MB.A25R7,2,21160.6131,21129.2931,B25R7,1,RB.A78,54
990,B25R7_2,DCBB.24R7.R,MB.A25R7,MB.B24R7,3,21129.2931,21091.5031,B25R7,2,RB.A78,55
991,B23R7_0,DCBB.B23R7.R,MB.B24R7,MB.C23R7,3,21091.5031,21053.7131,B23R7,0,RB.A78,56
992,B23R7_1,DCBB.A23R7.R,MB.C23R7,MB.A23R7,2,21053.7131,21022.3931,B23R7,1,RB.A78,57
993,B23R7_2,DCBB.22R7.R,MB.A23R7,MB.B22R7,3,21022.3931,20984.6031,B23R7,2,RB.A78,58
994,B21R7_0,DCBB.B21R7.R,MB.B22R7,MB.C21R7,3,20984.6031,20946.8131,B21R7,0,RB.A78,59
995,B21R7_1,DCBB.A21R7.R,MB.C21R7,MB.A21R7,2,20946.8131,20915.4931,B21R7,1,RB.A78,60
996,B21R7_2,DCBB.20R7.R,MB.A21R7,MB.B20R7,3,20915.4931,20877.7031,B21R7,2,RB.A78,61
997,B19R7_0,DCBB.B19R7.R,MB.B20R7,MB.C19R7,3,20877.7031,20839.9131,B19R7,0,RB.A78,62
998,B19R7_1,DCBB.A19R7.R,MB.C19R7,MB.A19R7,2,20839.9131,20808.5931,B19R7,1,RB.A78,63
999,B19R7_2,DCBB.18R7.R,MB.A19R7,MB.B18R7,3,20808.5931,20770.8031,B19R7,2,RB.A78,64
1000,B17R7_0,DCBB.B17R7.R,MB.B18R7,MB.C17R7,3,20770.8031,20733.0131,B17R7,0,RB.A78,65
1001,B17R7_1,DCBB.A17R7.R,MB.C17R7,MB.A17R7,2,20733.0131,20701.6931,B17R7,1,RB.A78,66
1002,B17R7_2,DCBB.16R7.R,MB.A17R7,MB.B16R7,3,20701.6931,20663.9031,B17R7,2,RB.A78,67
1003,B15R7_0,DCBB.B15R7.R,MB.B16R7,MB.C15R7,3,20663.9031,20626.1131,B15R7,0,RB.A78,68
1004,B15R7_1,DCBB.A15R7.R,MB.C15R7,MB.A15R7,2,20626.1131,20594.7931,B15R7,1,RB.A78,69
1005,B15R7_2,DCBB.14R7.R,MB.A15R7,MB.B14R7,3,20594.7931,20557.0031,B15R7,2,RB.A78,70
1006,B13R7_0,DCBB.B13R7.R,MB.B14R7,MB.C13R7,3,20557.0031,20519.2131,B13R7,0,RB.A78,71
1007,B13R7_1,DCBB.A13R7.R,MB.C13R7,MB.A13R7,2,20519.2131,20487.8931,B13R7,1,RB.A78,72
1008,B13R7_2,DCBB.12R7.R,MB.A13R7,MB.B12R7,3,20487.8931,20450.1031,B13R7,2,RB.A78,73
1009,B11R7_0,DCBB.11R7.R,MB.B12R7,MB.B11R7,4,20450.1031,20397.3214,B11R7,0,RB.A78,74
1010,B11R7_1,DCBB.10R7.R,MB.B11R7,MB.B10R7,3,20397.3214,20358.2564,B11R7,1,RB.A78,75
1011,B11R7_2,DCBB.9R7.R,MB.B10R7,MB.B9R7,3,20358.2564,20317.7914,B11R7,2,RB.A78,76
1012,B9R7_0,DCBB.8R7.R,MB.B9R7,MB.B8R7,3,20317.7914,20278.7264,B9R7,0,RB.A78,77
1013,B9R7_1,DCBD.7R7.R,MB.B8R7,DFLAS.7R7.1,5,20278.7264,20247.2114,B9R7,1,RB.A78,78
1014,B8R7_0,DCBQ.7R7.L,DFLAS.7R7.2,MB.A8R7,4,20246.8714,20263.0664,B8R7,0,RB.A78,79
1015,B8R7_1,DCBQ.8R7.L,MB.A8R7,MB.A9R7,3,20263.0664,20302.1314,B8R7,1,RB.A78,80
1016,B10R7_0,DCBQ.9R7.L,MB.A9R7,MB.A10R7,3,20302.1314,20342.5964,B10R7,0,RB.A78,81
1017,B10R7_1,DCBQ.10R7.L,MB.A10R7,MB.A11R7,3,20342.5964,20381.6614,B10R7,1,RB.A78,82
1018,B10R7_2,DCBQ.11R7.L,MB.A11R7,MB.A12R7,4,20381.6614,20434.4431,B10R7,2,RB.A78,83
1019,B12R7_0,DCBB.12R7.L,MB.A12R7,MB.C12R7,2,20434.4431,20465.7631,B12R7,0,RB.A78,84
1020,B12R7_1,DCBB.A13R7.L,MB.C12R7,MB.B13R7,3,20465.7631,20503.5531,B12R7,1,RB.A78,85
1021,B12R7_2,DCBQ.13R7.L,MB.B13R7,MB.A14R7,3,20503.5531,20541.3431,B12R7,2,RB.A78,86
1022,B14R7_0,DCBB.14R7.L,MB.A14R7,MB.C14R7,2,20541.3431,20572.6631,B14R7,0,RB.A78,87
1023,B14R7_1,DCBB.A15R7.L,MB.C14R7,MB.B15R7,3,20572.6631,20610.4531,B14R7,1,RB.A78,88
1024,B14R7_2,DCBQ.15R7.L,MB.B15R7,MB.A16R7,3,20610.4531,20648.2431,B14R7,2,RB.A78,89
1025,B16R7_0,DCBB.16R7.L,MB.A16R7,MB.C16R7,2,20648.2431,20679.5631,B16R7,0,RB.A78,90
1026,B16R7_1,DCBB.A17R7.L,MB.C16R7,MB.B17R7,3,20679.5631,20717.3531,B16R7,1,RB.A78,91
1027,B16R7_2,DCBQ.17R7.L,MB.B17R7,MB.A18R7,3,20717.3531,20755.1431,B16R7,2,RB.A78,92
1028,B18R7_0,DCBB.18R7.L,MB.A18R7,MB.C18R7,2,20755.1431,20786.4631,B18R7,0,RB.A78,93
1029,B18R7_1,DCBB.A19R7.L,MB.C18R7,MB.B19R7,3,20786.4631,20824.2531,B18R7,1,RB.A78,94
1030,B18R7_2,DCBQ.19R7.L,MB.B19R7,MB.A20R7,3,20824.2531,20862.0431,B18R7,2,RB.A78,95
1031,B20R7_0,DCBB.20R7.L,MB.A20R7,MB.C20R7,2,20862.0431,20893.3631,B20R7,0,RB.A78,96
1032,B20R7_1,DCBB.A21R7.L,MB.C20R7,MB.B21R7,3,20893.3631,20931.1531,B20R7,1,RB.A78,97
1033,B20R7_2,DCBQ.21R7.L,MB.B21R7,MB.A22R7,3,20931.1531,20968.9431,B20R7,2,RB.A78,98
1034,B22R7_0,DCBB.22R7.L,MB.A22R7,MB.C22R7,2,20968.9431,21000.2631,B22R7,0,RB.A78,99
1035,B22R7_1,DCBB.A23R7.L,MB.C22R7,MB.B23R7,3,21000.2631,21038.0531,B22R7,1,RB.A78,100
1036,B22R7_2,DCBQ.23R7.L,MB.B23R7,MB.A24R7,3,21038.0531,21075.8431,B22R7,2,RB.A78,101
1037,B24R7_0,DCBB.24R7.L,MB.A24R7,MB.C24R7,2,21075.8431,21107.1631,B24R7,0,RB.A78,102
1038,B24R7_1,DCBB.A25R7.L,MB.C24R7,MB.B25R7,3,21107.1631,21144.9531,B24R7,1,RB.A78,103
1039,B24R7_2,DCBQ.25R7.L,MB.B25R7,MB.A26R7,3,21144.9531,21182.7431,B24R7,2,RB.A78,104
1040,B26R7_0,DCBB.26R7.L,MB.A26R7,MB.C26R7,2,21182.7431,21214.0631,B26R7,0,RB.A78,105
1041,B26R7_1,DCBB.A27R7.L,MB.C26R7,MB.B27R7,3,21214.0631,21251.8531,B26R7,1,RB.A78,106
1042,B26R7_2,DCBQ.27R7.L,MB.B27R7,MB.A28R7,3,21251.8531,21289.6431,B26R7,2,RB.A78,107
1043,B28R7_0,DCBB.28R7.L,MB.A28R7,MB.C28R7,2,21289.6431,21320.9631,B28R7,0,RB.A78,108
1044,B28R7_1,DCBB.A29R7.L,MB.C28R7,MB.B29R7,3,21320.9631,21358.7531,B28R7,1,RB.A78,109
1045,B28R7_2,DCBQ.29R7.L,MB.B29R7,MB.A30R7,3,21358.7531,21396.5431,B28R7,2,RB.A78,110
1046,B30R7_0,DCBB.30R7.L,MB.A30R7,MB.C30R7,2,21396.5431,21427.8631,B30R7,0,RB.A78,111
1047,B30R7_1,DCBB.A31R7.L,MB.C30R7,MB.B31R7,3,21427.8631,21465.6531,B30R7,1,RB.A78,112
1048,B30R7_2,DCBQ.31R7.L,MB.B31R7,MB.A32R7,3,21465.6531,21503.4431,B30R7,2,RB.A78,113
1049,B32R7_0,DCBB.32R7.L,MB.A32R7,MB.C32R7,2,21503.4431,21534.7631,B32R7,0,RB.A78,114
1050,B32R7_1,DCBB.A33R7.L,MB.C32R7,MB.B33R7,3,21534.7631,21572.5531,B32R7,1,RB.A78,115
1051,B32R7_2,DCBQ.33R7.L,MB.B33R7,MB.A34R7,3,21572.5531,21610.3431,B32R7,2,RB.A78,116
1052,B34R7_0,DCBB.34R7.L,MB.A34R7,MB.C34R7,2,21610.3431,21641.6631,B34R7,0,RB.A78,117
